path,category,kind,purpose,typical_inputs,typical_outputs,safe_example,when_to_use,when_not_to_use,safety
tools/analyze/build_downstream_pm5_final_state_refresh.py,analysis and package builders,python,Refresh downstream interpretation after AGENT-406 final PM5 wallHeatFlux state. This package is a non-mutating supersession layer. It does not rewrite completed AGENT-407/409 artifacts because AGENT-413 is active on t...,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_downstream_pm5_final_state_refresh.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_1d_closure_bakeoff.py,analysis and package builders,python,"Build local 1D closure bakeoff tables from frozen CFD contracts. Workflow role: This is a model-comparison and packaging script. It reads the frozen-state CFD validation package plus the defended CFD closure bundle, c...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_1d_closure_bakeoff.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_1d_discrepancy_explainer_latest_window.py,analysis and package builders,python,ethan 1d discrepancy explainer latest window,existing work_products/reports/imports plus task-specific CSV/JSON inputs,test pass/fail result; may create temporary files,python3.11 tools/analyze/build_ethan_1d_discrepancy_explainer_latest_window.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",local/lightweight test; usually read-only except temporary outputs
tools/analyze/build_ethan_case_analysis_package.py,analysis and package builders,python,ethan case analysis package,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_case_analysis_package.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_case_heat_summary.py,analysis and package builders,python,"Build a case-scoped wallHeatFlux heat summary. Workflow role: This is the reusable per-case thermal intake used before family-level heat ledgers or closure modeling. It resolves one registered source, samples the curr...",existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_case_heat_summary.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_case_metadata_index.py,analysis and package builders,python,ethan case metadata index,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_case_metadata_index.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_closure_scaffold.py,analysis and package builders,python,ethan closure scaffold,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_closure_scaffold.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_closure_to_modeling_handoff.py,analysis and package builders,python,ethan closure to modeling handoff,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_closure_to_modeling_handoff.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_continuation_diagnosis.py,analysis and package builders,python,ethan continuation diagnosis,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_continuation_diagnosis.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_convergence_and_salt1_campaign.py,analysis and package builders,python,ethan convergence and salt1 campaign,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_convergence_and_salt1_campaign.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
tools/analyze/build_ethan_cross_family_hydraulic_redesign_screen.py,analysis and package builders,python,ethan cross family hydraulic redesign screen,existing work_products/reports/imports plus task-specific CSV/JSON inputs,"task-scoped work_products package, CSV/JSON tables, README, figures",python3.11 tools/analyze/build_ethan_cross_family_hydraulic_redesign_screen.py --help,Use to regenerate the matching report/work-product package from cited inputs.,"Do not use to fit, tune, score, or admit beyond the builder package's documented gate.",normally safe to inspect; run only after checking arguments and task scope
